"","species","genus","fixer","woody","annual","uses_num_uses","Domatia","EFN"
"3406","Oxytropis_carpatica","Oxytropis",1,0,0,0,0,0
"3407","Oxytropis_deflexa","Oxytropis",1,0,0,2,0,0
"3408","Oxytropis_glabra","Oxytropis",1,0,0,3,0,0
"3409","Oxytropis_halleri","Oxytropis",1,0,0,0,0,0
"3410","Oxytropis_kansuensis","Oxytropis",1,0,0,0,0,0
"3411","Oxytropis_kubanensis","Oxytropis",1,0,0,0,0,0
"3412","Oxytropis_lambertii","Oxytropis",1,0,0,0,0,0
"3413","Oxytropis_lapponica","Oxytropis",1,0,0,2,0,0
"3414","Oxytropis_leucantha","Oxytropis",1,0,0,0,0,0
"3415","Oxytropis_maydelliana","Oxytropis",1,0,0,0,0,0
"3416","Oxytropis_melanocalyx","Oxytropis",1,0,0,0,0,0
"3417","Oxytropis_mollis","Oxytropis",1,0,0,3,0,0
"3418","Oxytropis_neglecta","Oxytropis",1,0,0,0,0,0
"3419","Oxytropis_oreophila","Oxytropis",1,0,0,0,0,0
"3420","Oxytropis_pilosa","Oxytropis",1,0,0,4,0,0
"3421","Oxytropis_riparia","Oxytropis",1,0,0,1,0,0
"3422","Oxytropis_scammaniana","Oxytropis",1,0,0,0,0,0
"3423","Oxytropis_sericea","Oxytropis",1,0,0,0,0,0
"3424","Oxytropis_spicata","Oxytropis",1,0,0,0,0,0
"3425","Oxytropis_splendens","Oxytropis",1,0,0,0,0,0
"3426","Oxytropis_thomsonii","Oxytropis",1,0,0,0,0,0
"3427","Oxytropis_viscida","Oxytropis",1,0,0,0,0,0
"3428","Pachecoa_prismatica","Pachecoa",1,0.679324895,0.123931624,0,0,0
"3429","Pachyrhizus_ahipa","Pachyrhizus",1,1,0,0,0,0
"3430","Pachyrhizus_erosus","Pachyrhizus",1,1,0,7,0,0
"3431","Pachyrhizus_ferrugineus","Pachyrhizus",1,1,0,1,0,0
"3432","Pachyrhizus_tuberosus","Pachyrhizus",1,1,0,2,0,0
"3433","Paramachaerium_ormosioides","Paramachaerium",1,1,0,0,0,0
"3435","Parapiptadenia_excelsa","Parapiptadenia",1,1,0,0,0,1
"3436","Parapiptadenia_pterosperma","Parapiptadenia",1,1,0,0,0,0
"3437","Parapiptadenia_rigida","Parapiptadenia",1,1,0,0,0,0
"3440","Paraserianthes_lophantha","Paraserianthes",1,1,0,4,0,0
"3443","Parkia_biglandulosa","Parkia",0,1,0,2,0,0
"3445","Parkia_decussata","Parkia",0,1,0,0,0,1
"3446","Parkia_discolor","Parkia",0,1,0,1,0,1
"3447","Parkia_filicoidea","Parkia",0,1,0,5,0,1
"3448","Parkia_gigantocarpa","Parkia",0,1,0,0,0,0
"3449","Parkia_igneiflora","Parkia",0,1,0,0,0,0
"3452","Parkia_multijuga","Parkia",0,1,0,3,0,0
"3453","Parkia_nitida","Parkia",0,1,0,2,0,1
"3455","Parkia_panurensis","Parkia",0,1,0,2,0,1
"3458","Parkia_pendula","Parkia",0,1,0,1,0,1
"3459","Parkia_platycephala","Parkia",0,1,0,2,0,0
"3462","Parkia_speciosa","Parkia",0,1,0,3,0,1
"3464","Parkia_timoriana","Parkia",0,1,0,6,0,0
"3465","Parkia_ulei","Parkia",0,1,0,0,0,1
"3466","Parkia_velutina","Parkia",0,1,0,0,0,0
"3467","Parkinsonia_aculeata","Parkinsonia",0,1,0,6,0,0
"3468","Parkinsonia_africana","Parkinsonia",0,1,0,1,0,0
"3469","Parochetus_communis","Parochetus",1,0,0,2,0,0
"3470","Parryella_filifolia","Parryella",1,1,0,0,0,0
"3471","Pearsonia_aristata","Pearsonia",1,1,0,0,0,0
"3472","Pearsonia_cajanifolia","Pearsonia",1,1,0,0,0,0
"3473","Pearsonia_grandifolia","Pearsonia",1,0,0,0,0,0
"3474","Pearsonia_mesopontica","Pearsonia",1,0,0,0,0,0
"3475","Pearsonia_metallifera","Pearsonia",1,0,0,0,0,0
"3476","Pearsonia_sessilifolia","Pearsonia",1,1,0,0,0,0
"3477","Pediomelum_subacaule","Pediomelum",1,0,0,0,0,0
"3479","Peltogyne_angustiflora","Peltogyne",0,1,0,0,0,0
"3480","Peltogyne_catingae","Peltogyne",0,1,0,0,0,0
"3481","Peltogyne_confertiflora","Peltogyne",0,1,0,0,0,0
"3482","Peltogyne_excelsa","Peltogyne",1,1,0,0,0,0
"3483","Peltogyne_gracilipes","Peltogyne",0,1,0,0,0,0
"3484","Peltogyne_paniculata","Peltogyne",0,1,0,1,0,0
"3485","Peltogyne_prancei","Peltogyne",0,1,0,0,0,0
"3486","Peltogyne_venosa","Peltogyne",0,1,0,1,0,0
"3487","Peltophorum_africanum","Peltophorum",1,1,0,3,0,0
"3488","Peltophorum_dasyrrhachis","Peltophorum",0,1,0,5,0,0
"3489","Peltophorum_dubium","Peltophorum",0,1,0,3,0,0
"3490","Peltophorum_pterocarpum","Peltophorum",0,1,0,7,0,0
"3491","Pentaclethra_macroloba","Pentaclethra",1,1,0,4,0,1
"3492","Periandra_coccinea","Periandra",1,1,0,0,0,0
"3493","Periandra_mediterranea","Periandra",1,1,0,0,0,0
"3494","Pericopsis_angolensis","Pericopsis",1,1,0,2,0,0
"3495","Pericopsis_elata","Pericopsis",1,1,0,1,0,0
"3496","Pericopsis_mooniana","Pericopsis",1,1,0,1,0,0
"3497","Petalostylis_labicheoides","Petalostylis",0,0.75,0.0625,0,0,0
"3498","Petteria_ramentacea","Petteria",1,1,0,0,0,0
"3499","Phaseolus_acutifolius","Phaseolus",1,0,1,3,0,0
"3504","Phaseolus_coccineus","Phaseolus",1,0,0,3,0,0
"3505","Phaseolus_filiformis","Phaseolus",1,0,0,0,0,0
"3506","Phaseolus_glabellus","Phaseolus",1,0.125,0.25,0,0,0
"3508","Phaseolus_lunatus","Phaseolus",1,1,0,5,0,1
"3509","Phaseolus_maculatus","Phaseolus",1,0,0,0,0,0
"3512","Phaseolus_parvulus","Phaseolus",1,0,0,0,0,0
"3513","Phaseolus_pedicellatus","Phaseolus",1,0.125,0.25,0,0,0
"3514","Phaseolus_polystachios","Phaseolus",1,0,0,0,0,0
"3518","Phaseolus_vulgaris","Phaseolus",1,0,1,3,0,1
"3519","Phyllodium_elegans","Phyllodium",1,1,0,0,0,0
"3520","Phyllodium_pulchellum","Phyllodium",1,1,0,1,0,0
"3521","Phyllota_barbata","Phyllota",1,1,0,0,0,0
"3522","Phyllota_phylicoides","Phyllota",1,1,0,0,0,0
"3523","Phyllota_pleurandroides","Phyllota",1,1,0,0,0,0
"3524","Phyllota_remota","Phyllota",1,1,0,0,0,0
"3526","Pickeringia_montana","Pickeringia",0,1,0,0,0,0
"3527","Piliostigma_malabaricum","Piliostigma",0,1,0,0,0,0
"3528","Piptadenia_adiantoides","Piptadenia",1,1,0,0,0,1
"3530","Piptadenia_flava","Piptadenia",1,1,0,0,0,1
"3532","Piptadenia_gonoacantha","Piptadenia",1,1,0,0,0,1
"3535","Piptadenia_obliqua","Piptadenia",1,1,0,0,0,1
"3536","Piptadenia_paniculata","Piptadenia",1,1,0,0,0,0
"3538","Piptadenia_stipulacea","Piptadenia",1,1,0,0,0,1
"3540","Piptadenia_viridiflora","Piptadenia",1,1,0,0,0,1
"3541","Piptanthus_concolor","Piptanthus",1,1,0,0,0,0
"3542","Piptanthus_nepalensis","Piptanthus",1,1,0,2,0,0
"3543","Piscidia_grandifolia","Piscidia",1,1,0,1,0,0
"3544","Piscidia_piscipula","Piscidia",1,1,0,2,0,0
"3545","Pisum_abyssinicum","Pisum",1,0,1,0,0,0
"3546","Pisum_sativum","Pisum",1,0,0,3,0,0
"3551","Pithecellobium_diversifolium","Pithecellobium",1,1,0,0,0,1
"3552","Pithecellobium_dulce","Pithecellobium",1,1,0,6,0,1
"3556","Pithecellobium_lanceolatum","Pithecellobium",1,1,0,0,0,0
"3560","Pithecellobium_platycarpum","Pithecellobium",1,1,0,0,0,0
"3564","Pithecellobium_unguis-cati","Pithecellobium",1,1,0,2,0,1
"3567","Plathymenia_foliolosa","Plathymenia",1,1,0,1,0,0
"3571","Platycyamus_regnellii","Platycyamus",1,1,0,0,0,0
"3572","Platylobium_formosum","Platylobium",1,1,0,0,0,0
"3573","Platylobium_obtusangulum","Platylobium",1,1,0,0,0,0
"3574","Platymiscium_floribundum","Platymiscium",1,1,0,0,1,0
"3575","Platymiscium_pinnatum","Platymiscium",1,1,0,0,1,0
"3577","Platymiscium_stipulare","Platymiscium",1,1,0,0,1,0
"3578","Platymiscium_trinitatis","Platymiscium",1,1,0,0,1,0
"3579","Platypodium_elegans","Platypodium",1,1,0,0,0,0
"3580","Podalyria_biflora","Podalyria",1,1,0,0,0,0
"3581","Podalyria_burchellii","Podalyria",1,1,0,0,0,0
"3582","Podalyria_calyptrata","Podalyria",1,1,0,1,0,0
"3583","Podalyria_canescens","Podalyria",1,1,0,0,0,0
"3584","Podalyria_cordata","Podalyria",1,1,0,0,0,0
"3585","Podalyria_glauca","Podalyria",1,1,0,0,0,0
"3586","Podalyria_myrtillifolia","Podalyria",1,1,0,0,0,0
"3587","Podalyria_sericea","Podalyria",1,1,0,1,0,0
"3588","Podalyria_velutina","Podalyria",1,1,0,0,0,0
"3589","Podolobium_ilicifolium","Podolobium",1,1,0,0,0,0
"3590","Poecilanthe_amazonica","Poecilanthe",1,1,0,0,0,0
"3591","Poecilanthe_falcata","Poecilanthe",1,1,0,0,0,0
"3592","Poecilanthe_hostmannii","Poecilanthe",1,1,0,0,0,0
"3593","Poecilanthe_parviflora","Poecilanthe",1,1,0,0,0,0
"3594","Poecilanthe_ulei","Poecilanthe",1,1,0,0,0,0
"3600","Poiretia_punctata","Poiretia",1,0,0.123931624,0,0,0
"3601","Poitea_punicea","Poitea",1,1,0,0,0,0
"3602","Pongamia_pinnata","Pongamia",1,1,0,9,0,0
"3603","Priestleya_hirsuta","Priestleya",1,1,0,0,0,0
"3604","Priestleya_tomentosa","Priestleya",1,1,0,0,0,0
"3605","Priestleya_vestita","Priestleya",1,1,0,0,0,0
"3609","Prosopis_affinis","Prosopis",1,1,0,1,0,0
"3610","Prosopis_africana","Prosopis",1,1,0,2,0,0
"3611","Prosopis_alba","Prosopis",1,1,0,0,0,0
"3612","Prosopis_articulata","Prosopis",1,1,0,0,0,0
"3613","Prosopis_chilensis","Prosopis",1,1,0,5,0,1
"3614","Prosopis_cineraria","Prosopis",1,1,0,8,0,0
"3615","Prosopis_farcta","Prosopis",1,1,0,7,0,0
"3616","Prosopis_ferox","Prosopis",1,1,0,0,0,0
"3617","Prosopis_flexuosa","Prosopis",1,1,0,3,0,0
"3618","Prosopis_glandulosa","Prosopis",1,1,0,4,0,0
"3619","Prosopis_juliflora","Prosopis",1,1,0,3,0,1
"3620","Prosopis_kuntzei","Prosopis",1,1,0,1,0,0
"3621","Prosopis_laevigata","Prosopis",1,1,0,2,0,0
"3622","Prosopis_nigra","Prosopis",1,1,0,1,0,0
"3623","Prosopis_pallida","Prosopis",1,1,0,4,0,1
"3624","Prosopis_pubescens","Prosopis",1,1,0,0,0,0
"3625","Prosopis_ruscifolia","Prosopis",1,1,0,3,0,0
"3626","Prosopis_tamarugo","Prosopis",1,1,0,0,0,0
"3627","Prosopis_velutina","Prosopis",1,1,0,0,0,0
"3628","Pseudarthria_hookeri","Pseudarthria",1,1,0,1,0,0
"3629","Pseudarthria_viscida","Pseudarthria",1,1,0,1,0,0
"3630","Pseudeminia_comosa","Pseudeminia",1,0,0,0,0,0
"3632","Pseudopiptadenia_contorta","Pseudopiptadenia",1,1,0,0,0,0
"3633","Pseudopiptadenia_psilostachya","Pseudopiptadenia",1,1,0,0,0,1
"3635","Pseudovigna_argentea","Pseudovigna",1,0,0,0,0,0
"3636","Psophocarpus_lancifolius","Psophocarpus",1,0,0,1,0,0
"3637","Psophocarpus_lukafuensis","Psophocarpus",1,0,0,0,0,0
"3638","Psophocarpus_palustris","Psophocarpus",1,0,0,0,0,0
"3639","Psophocarpus_scandens","Psophocarpus",1,0,0,3,0,0
"3640","Psophocarpus_tetragonolobus","Psophocarpus",1,0,0,4,0,0
"3641","Psoralea_aculeata","Psoralea",1,1,0,0,0,0
"3642","Psoralea_adscendens","Psoralea",1,0.571428571,0,0,0,0
"3643","Psoralea_affinis","Psoralea",1,1,0,0,0,0
"3644","Psoralea_alata","Psoralea",1,0,0,0,0,0
"3645","Psoralea_aphylla","Psoralea",1,1,0,0,0,0
"3646","Psoralea_asarina","Psoralea",1,0,0,0,0,0
"3647","Psoralea_ensifolia","Psoralea",1,0,0,0,0,0
"3648","Psoralea_eriantha","Psoralea",1,0.571428571,0,0,0,0
"3649","Psoralea_imbricata","Psoralea",1,1,0,0,0,0
"3650","Psoralea_laxa","Psoralea",1,0,0,0,0,0
"3651","Psoralea_martinii","Psoralea",1,1,0,0,0,0
"3652","Psoralea_monophylla","Psoralea",1,0.571428571,0,0,0,0
"3653","Psoralea_oligophylla","Psoralea",1,1,0,0,0,0
"3654","Psoralea_parva","Psoralea",1,0.571428571,0,0,0,0
"3655","Psoralea_patens","Psoralea",1,0.571428571,0,0,0,0
"3656","Psoralea_pinnata","Psoralea",1,1,0,3,0,0
"3657","Psoralea_repens","Psoralea",1,0,0,0,0,0
"3658","Psoralea_restioides","Psoralea",1,0,0,0,0,0
"3659","Psoralea_tenax","Psoralea",1,0.571428571,0,0,0,0
"3660","Psoralea_verrucosa","Psoralea",1,1,0,0,0,0
"3661","Psorothamnus_arborescens","Psorothamnus",0,1,0,0,0,0
"3662","Psorothamnus_emoryi","Psorothamnus",1,1,0,0,0,0
"3663","Psorothamnus_fremontii","Psorothamnus",0,1,0,0,0,0
"3664","Psorothamnus_schottii","Psorothamnus",1,1,0,0,0,0
"3665","Psorothamnus_scoparius","Psorothamnus",1,1,0,0,0,0
"3666","Psorothamnus_spinosus","Psorothamnus",1,1,0,0,0,0
"3668","Pterocarpus_acapulcensis","Pterocarpus",1,1,0,0,0,0
"3669","Pterocarpus_amazonum","Pterocarpus",0,1,0,0,1,0
"3670","Pterocarpus_angolensis","Pterocarpus",1,1,0,3,0,0
"3671","Pterocarpus_antunesii","Pterocarpus",1,1,0,1,0,0
"3672","Pterocarpus_brenanii","Pterocarpus",1,1,0,0,0,0
"3673","Pterocarpus_echinatus","Pterocarpus",1,1,0,0,0,0
"3674","Pterocarpus_indicus","Pterocarpus",1,1,0,3,0,0
"3675","Pterocarpus_macrocarpus","Pterocarpus",1,1,0,2,0,0
"3676","Pterocarpus_marsupium","Pterocarpus",1,1,0,3,0,0
"3677","Pterocarpus_officinalis","Pterocarpus",1,1,0,0,0,0
"3678","Pterocarpus_osun","Pterocarpus",1,1,0,1,0,0
"3679","Pterocarpus_rohrii","Pterocarpus",1,1,0,2,0,0
"3680","Pterocarpus_rotundifolius","Pterocarpus",1,1,0,2,0,0
"3681","Pterocarpus_santalinoides","Pterocarpus",0,1,0,3,0,0
"3682","Pterocarpus_santalinus","Pterocarpus",1,1,0,2,0,0
"3683","Pterocarpus_soyauxii","Pterocarpus",1,1,0,3,0,0
"3684","Pterodon_abruptus","Pterodon",0,1,0,0,0,0
"3685","Pterodon_emarginatus","Pterodon",0,1,0,4,0,0
"3686","Pterogyne_nitens","Pterogyne",0,1,0,2,0,0
"3687","Pterolobium_stellatum","Pterolobium",0,1,0,0,0,0
"3688","Ptycholobium_biflorum","Ptycholobium",1,1,0,0,0,0
"3689","Ptycholobium_contortum","Ptycholobium",1,0,0,0,0,0
"3690","Ptycholobium_plicatum","Ptycholobium",1,0,0,0,0,0
"3691","Pueraria_montana","Pueraria",1,1,0,7,0,1
"3692","Pueraria_phaseoloides","Pueraria",1,1,0,6,0,0
"3694","Pueraria_stricta","Pueraria",1,1,0,0,0,0
"3695","Pueraria_tuberosa","Pueraria",1,1,0,5,0,0
"3696","Pueraria_wallichii","Pueraria",1,1,0,2,0,0
"3697","Pultenaea_acerosa","Pultenaea",1,1,0,0,0,0
"3698","Pultenaea_altissima","Pultenaea",1,1,0,0,0,0
"3699","Pultenaea_blakelyi","Pultenaea",1,1,0,0,0,0
"3700","Pultenaea_capitellata","Pultenaea",1,1,0,0,0,0
"3701","Pultenaea_daphnoides","Pultenaea",1,1,0,0,0,0
"3702","Pultenaea_densifolia","Pultenaea",1,1,0,0,0,0
"3703","Pultenaea_elliptica","Pultenaea",1,1,0,0,0,0
"3704","Pultenaea_flexilis","Pultenaea",1,1,0,0,0,0
"3705","Pultenaea_foliolosa","Pultenaea",1,1,0,0,0,0
"3706","Pultenaea_involucrata","Pultenaea",1,1,0,0,0,0
"3707","Pultenaea_largiflorens","Pultenaea",1,1,0,0,0,0
"3708","Pultenaea_laxiflora","Pultenaea",1,1,0,0,0,0
"3709","Pultenaea_microphylla","Pultenaea",1,1,0,0,0,0
"3710","Pultenaea_myrtoides","Pultenaea",1,1,0,0,0,0
"3711","Pultenaea_ochreata","Pultenaea",1,1,0,0,0,0
"3712","Pultenaea_paleacea","Pultenaea",1,1,0,0,0,0
"3713","Pultenaea_procumbens","Pultenaea",1,1,0,0,0,0
"3714","Pultenaea_prostrata","Pultenaea",1,1,0,0,0,0
"3715","Pultenaea_reticulata","Pultenaea",1,1,0,0,0,0
"3716","Pultenaea_retusa","Pultenaea",1,1,0,0,0,0
"3717","Pultenaea_scabra","Pultenaea",1,1,0,0,0,0
"3718","Pultenaea_stipularis","Pultenaea",1,1,0,0,0,0
"3719","Pultenaea_tenuifolia","Pultenaea",1,1,0,0,0,0
"3720","Pultenaea_teretifolia","Pultenaea",1,1,0,0,0,0
"3721","Pultenaea_verruculosa","Pultenaea",1,1,0,0,0,0
"3722","Pultenaea_villosa","Pultenaea",1,1,0,0,0,0
"3723","Pycnospora_lutescens","Pycnospora",1,1,0,0,0,0
"3724","Rafnia_amplexicaulis","Rafnia",1,1,0,0,0,0
"3725","Rafnia_angulata","Rafnia",1,1,0,0,0,0
"3726","Rafnia_axillaris","Rafnia",1,1,0,0,0,0
"3727","Rafnia_capensis","Rafnia",1,1,0,0,0,0
"3728","Rafnia_crassifolia","Rafnia",1,1,0,0,0,0
"3729","Rafnia_cuneifolia","Rafnia",1,1,0,0,0,0
"3730","Rafnia_diffusa","Rafnia",1,1,0,0,0,0
"3731","Rafnia_elliptica","Rafnia",1,1,0,0,0,0
"3732","Rafnia_opposita","Rafnia",1,1,0,0,0,0
"3733","Rafnia_ovata","Rafnia",1,1,0,0,0,0
"3734","Rafnia_racemosa","Rafnia",1,1,0,0,0,0
"3735","Rafnia_triflora","Rafnia",1,1,0,0,0,0
"3736","Ramirezella_strobilophora","Ramirezella",1,0,0,0,0,0
"3737","Requienia_pseudosphaerosperma","Requienia",1,0,1,0,0,0
"3738","Requienia_sphaerosperma","Requienia",1,0,1,0,0,0
"3739","Retama_monosperma","Retama",1,1,0,1,0,0
"3740","Retama_raetam","Retama",1,1,0,1,0,0
"3741","Retama_sphaerocarpa","Retama",1,1,0,0,0,0
"3742","Rhynchosia_acuminatissima","Rhynchosia",1,1,0,0,0,0
"3743","Rhynchosia_adenodes","Rhynchosia",1,0,0,0,0,0
"3744","Rhynchosia_albissima","Rhynchosia",1,1,0,0,0,0
"3745","Rhynchosia_angulosa","Rhynchosia",1,0,0,0,0,0
"3746","Rhynchosia_aurea","Rhynchosia",1,0,0,2,0,0
"3747","Rhynchosia_buchananii","Rhynchosia",1,0,0,0,0,0
"3748","Rhynchosia_capensis","Rhynchosia",1,0,0,0,0,0
"3750","Rhynchosia_caribaea","Rhynchosia",1,0,0,0,0,0
"3751","Rhynchosia_ciliata","Rhynchosia",1,0,0,0,0,0
"3752","Rhynchosia_clivorum","Rhynchosia",1,1,0,0,0,0
"3753","Rhynchosia_confusa","Rhynchosia",1,0,0,0,0,0
"3754","Rhynchosia_cooperi","Rhynchosia",1,0,0,0,0,0
"3755","Rhynchosia_densiflora","Rhynchosia",1,0,0,0,0,0
"3756","Rhynchosia_divaricata","Rhynchosia",1,1,0,0,0,0
"3757","Rhynchosia_diversifolia","Rhynchosia",1,1,0,0,0,0
"3759","Rhynchosia_fleckii","Rhynchosia",1,0,0,0,0,0
"3760","Rhynchosia_goetzei","Rhynchosia",1,1,0,0,0,0
"3761","Rhynchosia_harveyi","Rhynchosia",1,0,0,0,0,0
"3762","Rhynchosia_himalensis","Rhynchosia",1,0,0,0,0,0
"3763","Rhynchosia_hirsuta","Rhynchosia",1,0,0,0,0,0
"3764","Rhynchosia_holosericea","Rhynchosia",1,0,0,0,0,0
"3765","Rhynchosia_holstii","Rhynchosia",1,0,0,0,0,0
"3766","Rhynchosia_insignis","Rhynchosia",1,1,0,0,0,0
"3767","Rhynchosia_jacottetii","Rhynchosia",1,0,0,0,0,0
"3768","Rhynchosia_komatiensis","Rhynchosia",1,1,0,0,0,0
"3769","Rhynchosia_luteola","Rhynchosia",1,1,0,0,0,0
"3770","Rhynchosia_minima","Rhynchosia",1,0,0,3,0,1
"3771","Rhynchosia_monophylla","Rhynchosia",1,0,0,0,0,0
"3772","Rhynchosia_namaensis","Rhynchosia",1,0,0,0,0,0
"3773","Rhynchosia_nervosa","Rhynchosia",1,0,0,0,0,0
"3774","Rhynchosia_nitens","Rhynchosia",1,0,0,0,0,0
"3776","Rhynchosia_nyasica","Rhynchosia",1,1,0,0,0,0
"3777","Rhynchosia_pentheri","Rhynchosia",1,0,0,0,0,0
"3778","Rhynchosia_phaseoloides","Rhynchosia",1,1,0,0,0,0
"3779","Rhynchosia_procurrens","Rhynchosia",1,0,0,0,0,0
"3780","Rhynchosia_pseudo-cajan","Rhynchosia",1,1,0,0,0,0
"3781","Rhynchosia_pulverulenta","Rhynchosia",1,0,0,0,0,0
"3782","Rhynchosia_pyramidalis","Rhynchosia",1,0,0,0,0,0
"3783","Rhynchosia_reniformis","Rhynchosia",1,0,0,0,0,0
"3784","Rhynchosia_reptabunda","Rhynchosia",1,0,0,0,0,0
"3785","Rhynchosia_resinosa","Rhynchosia",1,1,0,0,0,0
"3786","Rhynchosia_reticulata","Rhynchosia",1,1,0,0,0,0
"3787","Rhynchosia_rothii","Rhynchosia",1,1,0,0,0,0
"3788","Rhynchosia_rufescens","Rhynchosia",1,1,0,3,0,0
"3789","Rhynchosia_schimperi","Rhynchosia",1,1,0,0,0,0
"3790","Rhynchosia_senna","Rhynchosia",1,0,0,0,0,0
"3791","Rhynchosia_sordida","Rhynchosia",1,0,0,0,0,0
"3792","Rhynchosia_stipata","Rhynchosia",1,0,0,0,0,0
"3793","Rhynchosia_suaveolens","Rhynchosia",1,1,0,0,0,0
"3794","Rhynchosia_sublobata","Rhynchosia",1,0,0,0,0,0
"3795","Rhynchosia_thorncroftii","Rhynchosia",1,0,0,0,0,0
"3796","Rhynchosia_tomentosa","Rhynchosia",1,1,0,0,0,0
"3797","Rhynchosia_totta","Rhynchosia",1,0,0,0,0,0
"3798","Rhynchosia_tricuspidata","Rhynchosia",1,1,0,0,0,0
"3799","Rhynchosia_velutina","Rhynchosia",1,0,0,0,0,0
"3800","Rhynchosia_villosa","Rhynchosia",1,0,0,0,0,0
"3801","Rhynchosia_volubilis","Rhynchosia",1,0,0,1,0,0
"3802","Riedeliella_graciliflora","Riedeliella",1,0.679324895,0.123931624,0,0,0
"3803","Robinia_hispida","Robinia",1,1,0,1,0,0
"3805","Robinia_pseudoacacia","Robinia",1,1,0,8,0,0
"3807","Robinia_viscosa","Robinia",1,1,0,1,0,0
"3808","Robynsiophyton_vanderystii","Robynsiophyton",1,0,1,0,0,0
"3809","Rothia_hirsuta","Rothia",1,0,1,0,0,0
"3810","Rothia_indica","Rothia",1,0,0,3,0,0
"3812","Samanea_inopinata","Samanea",1,1,0,0,0,0
"3813","Saraca_asoca","Saraca",0,1,0,5,0,0
"3816","Schizolobium_parahyba","Schizolobium",0,1,0,2,0,0
"3817","Schleinitzia_fosbergii","Schleinitzia",1,1,0,0,0,0
"3818","Schleinitzia_insularum","Schleinitzia",1,1,0,1,0,0
"3819","Schotia_brachypetala","Schotia",0,1,0,4,0,0
"3820","Schotia_capitata","Schotia",0,1,0,0,0,0
"3821","Schotia_latifolia","Schotia",0,1,0,3,0,0
"3822","Sclerolobium_albiflorum","Sclerolobium",1,1,0,0,0,0
"3823","Sclerolobium_aureum","Sclerolobium",1,1,0,0,0,0
"3824","Sclerolobium_chrysophyllum","Sclerolobium",1,1,0,0,1,0
"3825","Sclerolobium_densiflorum","Sclerolobium",1,1,0,0,0,0
"3826","Sclerolobium_eriopetalum","Sclerolobium",1,1,0,0,0,0
"3827","Sclerolobium_hypoleucum","Sclerolobium",1,1,0,0,0,0
"3828","Sclerolobium_melanocarpum","Sclerolobium",1,1,0,0,0,0
"3829","Sclerolobium_melinonii","Sclerolobium",1,1,0,0,0,0
"3830","Sclerolobium_odoratissimum","Sclerolobium",0,1,0,0,1,0
"3831","Sclerolobium_pilgerianum","Sclerolobium",1,1,0,0,0,0
"3832","Sclerolobium_rugosum","Sclerolobium",1,1,0,0,0,0
"3833","Scorodophloeus_zenkeri","Scorodophloeus",0,1,0,0,0,0
"3834","Scorpiurus_muricatus","Scorpiurus",1,0,1,1,0,0
"3835","Scorpiurus_vermiculatus","Scorpiurus",1,0,1,0,0,0
"3836","Securigera_cretica","Securigera",1,0,0,3,0,0
"3837","Securigera_orientalis","Securigera",1,0,0,2,0,0
"3838","Securigera_securidaca","Securigera",1,0,1,3,0,0
"3839","Securigera_varia","Securigera",1,0,0,5,0,0
"3856","Senna_aculeata","Senna",0,0.888888889,0.027777778,0,0,0
"3860","Senna_alexandrina","Senna",0,1,0,1,0,0
"3863","Senna_aphylla","Senna",1,0.888888889,0.027777778,0,0,1
"3866","Senna_appendiculata","Senna",0,1,0,0,0,0
"3875","Senna_auriculata","Senna",0,1,0,8,0,0
"3877","Senna_aversiflora","Senna",0,0.888888889,0.027777778,0,0,1
"3879","Senna_bacillaris","Senna",0,1,0,2,0,1
"3880","Senna_barclayana","Senna",1,0.888888889,0.027777778,0,0,1
"3882","Senna_bauhinioides","Senna",0,0,0,0,0,0
"3884","Senna_bicapsularis","Senna",0,1,0,3,0,1
"3890","Senna_cana","Senna",0,0.888888889,0.027777778,0,0,1
"3891","Senna_candolleana","Senna",0,0.888888889,0.027777778,0,0,1
"3897","Senna_chrysocarpa","Senna",0,0.888888889,0.027777778,0,0,1
"3903","Senna_corymbosa","Senna",0,1,0,1,0,1
"3905","Senna_covesii","Senna",0,0,0,0,0,1
"3910","Senna_cumingii","Senna",0,0.888888889,0.027777778,0,0,1
"3913","Senna_didymobotrya","Senna",0,1,0,5,0,1
"3915","Senna_floribunda","Senna",0,1,0,0,0,0
"3919","Senna_fruticosa","Senna",0,1,0,1,0,0
"3920","Senna_galegifolia","Senna",0,1,0,1,0,0
"3921","Senna_gardneri","Senna",0,0.888888889,0.027777778,0,0,1
"3931","Senna_holosericea","Senna",0,1,0,1,0,0
"3937","Senna_italica","Senna",1,1,0,1,0,1
"3943","Senna_latifolia","Senna",0,0.888888889,0.027777778,0,0,1
"3947","Senna_lindheimeriana","Senna",0,0,0,0,0,1
"3955","Senna_marilandica","Senna",0,1,0,2,0,1
"3959","Senna_montana","Senna",1,1,0,1,0,0
"3963","Senna_multiglandulosa","Senna",0,1,0,0,0,1
"3964","Senna_multijuga","Senna",0,1,0,2,0,1
"3968","Senna_nitida","Senna",0,0.888888889,0.027777778,0,0,1
"3972","Senna_obtusifolia","Senna",0,1,0,5,0,1
"3973","Senna_occidentalis","Senna",0,1,0,6,0,1
"3978","Senna_oxyphylla","Senna",1,0.888888889,0.027777778,0,0,1
"3979","Senna_pallida","Senna",0,1,0,1,0,1
"3983","Senna_pendula","Senna",0,1,0,1,0,1
"3985","Senna_petersiana","Senna",1,1,0,1,0,0
"3987","Senna_pilifera","Senna",1,0.888888889,0.027777778,0,0,1
