"","species","genus","fixer","woody","annual","uses_num_uses","Domatia","EFN"
"1633","Cullen_americanum","Cullen",1,1,0,0,0,0
"1634","Cullen_corylifolium","Cullen",1,0,0,6,0,0
"1635","Cullen_tomentosum","Cullen",1,1,0,0,0,0
"1636","Cyamopsis_psoraloides","Cyamopsis",1,0,0.5,0,0,0
"1637","Cyamopsis_serrata","Cyamopsis",1,0,1,0,0,0
"1638","Cyamopsis_tetragonoloba","Cyamopsis",1,0,0,6,0,0
"1639","Cyclolobium_vecchii","Cyclolobium",1,1,0,0,0,0
"1640","Cyclopia_buxifolia","Cyclopia",1,1,0,0,0,0
"1641","Cyclopia_dregeana","Cyclopia",1,1,0,0,0,0
"1642","Cyclopia_falcata","Cyclopia",1,1,0,1,0,0
"1643","Cyclopia_galioides","Cyclopia",1,1,0,0,0,0
"1644","Cyclopia_genistoides","Cyclopia",1,1,0,1,0,0
"1645","Cyclopia_intermedia","Cyclopia",1,1,0,1,0,0
"1646","Cyclopia_maculata","Cyclopia",1,1,0,1,0,0
"1647","Cyclopia_meyeriana","Cyclopia",1,1,0,0,0,0
"1648","Cyclopia_montana","Cyclopia",1,1,0,0,0,0
"1649","Cyclopia_plicata","Cyclopia",1,1,0,0,0,0
"1650","Cyclopia_pubescens","Cyclopia",1,1,0,0,0,0
"1651","Cyclopia_sessiliflora","Cyclopia",1,1,0,1,0,0
"1652","Cylicodiscus_gabunensis","Cylicodiscus",0,1,0,1,0,0
"1655","Cymbosema_roseum","Cymbosema",1,1,0,0,0,0
"1656","Cynometra_cauliflora","Cynometra",0,1,0,3,0,0
"1657","Cynometra_hankei","Cynometra",0,1,0,1,0,0
"1658","Cynometra_retusa","Cynometra",1,1,0,0,0,0
"1659","Cytisophyllum_sessilifolium","Cytisophyllum",1,1,0,1,0,0
"1660","Cytisus_arboreus","Cytisus",1,1,0,0,0,0
"1661","Cytisus_austriacus","Cytisus",1,1,0,1,0,0
"1662","Cytisus_balansae","Cytisus",1,1,0,0,0,0
"1663","Cytisus_borysthenicus","Cytisus",1,1,0,2,0,0
"1664","Cytisus_decumbens","Cytisus",1,1,0,0,0,0
"1665","Cytisus_hirsutus","Cytisus",1,1,0,1,0,0
"1666","Cytisus_multiflorus","Cytisus",1,1,0,2,0,0
"1667","Cytisus_proliferus","Cytisus",1,1,0,3,0,0
"1668","Cytisus_purpureus","Cytisus",1,1,0,1,0,0
"1669","Cytisus_ruthenicus","Cytisus",1,1,0,4,0,0
"1670","Cytisus_scoparius","Cytisus",1,1,0,9,0,0
"1671","Cytisus_striatus","Cytisus",1,1,0,2,0,0
"1672","Cytisus_supranubius","Cytisus",1,1,0,0,0,0
"1673","Cytisus_villosus","Cytisus",1,1,0,0,0,0
"1674","Dahlstedtia_pinnata","Dahlstedtia",1,1,0,0,0,0
"1675","Dalbergia_arbutifolia","Dalbergia",1,1,0,0,0,0
"1676","Dalbergia_armata","Dalbergia",1,1,0,0,0,0
"1677","Dalbergia_assamica","Dalbergia",1,1,0,1,0,0
"1678","Dalbergia_balansae","Dalbergia",1,1,0,0,0,0
"1679","Dalbergia_baronii","Dalbergia",1,1,0,2,0,0
"1680","Dalbergia_benthamii","Dalbergia",1,1,0,0,0,0
"1681","Dalbergia_boehmii","Dalbergia",1,1,0,0,0,0
"1682","Dalbergia_brasiliensis","Dalbergia",1,1,0,1,0,0
"1683","Dalbergia_candenatensis","Dalbergia",1,1,0,2,0,0
"1684","Dalbergia_chapelieri","Dalbergia",1,1,0,1,0,0
"1685","Dalbergia_cultrata","Dalbergia",1,1,0,1,0,0
"1686","Dalbergia_decipularis","Dalbergia",1,1,0,0,0,0
"1687","Dalbergia_dyeriana","Dalbergia",0,1,0,0,0,0
"1688","Dalbergia_ecastaphyllum","Dalbergia",1,1,0,0,0,0
"1689","Dalbergia_fischeri","Dalbergia",1,1,0,0,0,0
"1690","Dalbergia_frutescens","Dalbergia",1,1,0,0,0,0
"1691","Dalbergia_glaucescens","Dalbergia",1,1,0,0,0,0
"1692","Dalbergia_hainanensis","Dalbergia",1,1,0,0,0,0
"1693","Dalbergia_hancei","Dalbergia",1,1,0,0,0,0
"1694","Dalbergia_horrida","Dalbergia",1,1,0,0,0,0
"1695","Dalbergia_hortensis","Dalbergia",1,1,0,1,0,0
"1696","Dalbergia_hupeana","Dalbergia",1,1,0,0,0,0
"1697","Dalbergia_inundata","Dalbergia",1,1,0,0,0,0
"1698","Dalbergia_lactea","Dalbergia",1,1,0,0,0,0
"1699","Dalbergia_lanceolaria","Dalbergia",1,1,0,3,0,0
"1700","Dalbergia_latifolia","Dalbergia",1,1,0,3,0,0
"1701","Dalbergia_louvelii","Dalbergia",1,1,0,1,0,0
"1702","Dalbergia_madagascariensis","Dalbergia",1,1,0,1,0,0
"1703","Dalbergia_maritima","Dalbergia",1,1,0,1,0,0
"1704","Dalbergia_martinii","Dalbergia",1,1,0,0,0,0
"1705","Dalbergia_melanoxylon","Dalbergia",1,1,0,1,0,0
"1706","Dalbergia_millettii","Dalbergia",1,1,0,0,0,0
"1707","Dalbergia_miscolobium","Dalbergia",1,1,0,1,0,0
"1708","Dalbergia_monetaria","Dalbergia",1,1,0,0,0,0
"1709","Dalbergia_monticola","Dalbergia",1,1,0,1,0,0
"1710","Dalbergia_nigra","Dalbergia",1,1,0,3,0,0
"1711","Dalbergia_nitidula","Dalbergia",1,1,0,2,0,0
"1712","Dalbergia_obovata","Dalbergia",1,1,0,3,0,0
"1713","Dalbergia_obtusifolia","Dalbergia",1,1,0,0,0,0
"1714","Dalbergia_odorifera","Dalbergia",1,1,0,0,0,0
"1715","Dalbergia_oligophylla","Dalbergia",1,1,0,0,0,0
"1716","Dalbergia_oliveri","Dalbergia",1,1,0,1,0,0
"1717","Dalbergia_ovata","Dalbergia",1,1,0,0,0,0
"1718","Dalbergia_pinnata","Dalbergia",1,1,0,2,0,0
"1719","Dalbergia_purpurascens","Dalbergia",1,1,0,1,0,0
"1720","Dalbergia_retusa","Dalbergia",1,1,0,0,0,0
"1721","Dalbergia_riedelii","Dalbergia",1,1,0,0,0,0
"1722","Dalbergia_riparia","Dalbergia",1,1,0,0,0,0
"1723","Dalbergia_sericea","Dalbergia",1,1,0,0,0,0
"1724","Dalbergia_sissoo","Dalbergia",1,1,0,5,0,0
"1725","Dalbergia_spruceana","Dalbergia",1,1,0,1,0,0
"1726","Dalbergia_stipulacea","Dalbergia",1,1,0,3,0,0
"1727","Dalbergia_subcymosa","Dalbergia",1,1,0,1,0,0
"1728","Dalbergia_trichocarpa","Dalbergia",1,1,0,3,0,0
"1729","Dalbergia_tsoi","Dalbergia",1,1,0,0,0,0
"1730","Dalbergia_villosa","Dalbergia",1,1,0,0,0,0
"1731","Dalea_albiflora","Dalea",1,0,0,0,0,0
"1732","Dalea_aurea","Dalea",1,0,0,0,0,0
"1733","Dalea_candida","Dalea",1,0,0,0,0,0
"1734","Dalea_cliffortiana","Dalea",1,0,1,1,0,0
"1735","Dalea_compacta","Dalea",0,0,0,0,0,0
"1736","Dalea_erythrorhiza","Dalea",1,0,0,0,0,0
"1737","Dalea_flavescens","Dalea",0,0,0,0,0,0
"1738","Dalea_formosa","Dalea",0,1,0,0,0,0
"1739","Dalea_frutescens","Dalea",1,1,0,0,0,0
"1740","Dalea_leporina","Dalea",1,0,1,0,0,0
"1741","Dalea_lumholtzii","Dalea",1,0,0,0,0,0
"1742","Dalea_lutea","Dalea",1,1,0,0,0,0
"1743","Dalea_mollis","Dalea",0,0,1,0,0,0
"1744","Dalea_mollissima","Dalea",1,0,1,0,0,0
"1745","Dalea_multiflora","Dalea",1,0,0,0,0,0
"1746","Dalea_phleoides","Dalea",1,0,0,0,0,0
"1747","Dalea_pogonathera","Dalea",1,0,0,0,0,0
"1748","Dalea_polygonoides","Dalea",1,0,1,0,0,0
"1749","Dalea_purpurea","Dalea",1,0,0,0,0,0
"1750","Dalea_scandens","Dalea",1,1,0,0,0,0
"1751","Dalea_tenuis","Dalea",1,0,0,0,0,0
"1752","Dalea_tomentosa","Dalea",1,1,0,0,0,0
"1753","Dalea_villosa","Dalea",1,0,0,0,0,0
"1754","Dalea_virgata","Dalea",1,0,0,0,0,0
"1755","Dalea_wrightii","Dalea",0,0,0,0,0,0
"1756","Dalhousiea_africana","Dalhousiea",0,1,0,0,0,0
"1757","Daniellia_alsteeniana","Daniellia",0,1,0,0,0,0
"1758","Daniellia_oliveri","Daniellia",0,1,0,4,0,0
"1759","Daniellia_thurifera","Daniellia",0,1,0,3,0,0
"1760","Daviesia_acicularis","Daviesia",1,1,0,0,0,0
"1761","Daviesia_benthamii","Daviesia",1,1,0,0,0,0
"1762","Daviesia_brevifolia","Daviesia",1,1,0,0,0,0
"1763","Daviesia_buxifolia","Daviesia",1,1,0,0,0,0
"1764","Daviesia_cordata","Daviesia",1,1,0,0,0,0
"1765","Daviesia_corymbosa","Daviesia",1,1,0,0,0,0
"1766","Daviesia_decurrens","Daviesia",1,1,0,0,0,0
"1767","Daviesia_flexuosa","Daviesia",1,1,0,0,0,0
"1768","Daviesia_genistifolia","Daviesia",1,1,0,0,0,0
"1769","Daviesia_hakeoides","Daviesia",1,1,0,0,0,0
"1770","Daviesia_horrida","Daviesia",1,1,0,0,0,0
"1771","Daviesia_leptophylla","Daviesia",1,1,0,0,0,0
"1772","Daviesia_nudiflora","Daviesia",1,1,0,0,0,0
"1773","Daviesia_pectinata","Daviesia",1,1,0,0,0,0
"1774","Daviesia_teretifolia","Daviesia",1,1,0,0,0,0
"1775","Daviesia_ulicifolia","Daviesia",1,1,0,0,0,0
"1776","Daviesia_umbellulata","Daviesia",1,1,0,0,0,0
"1777","Decorsea_schlechteri","Decorsea",1,0,0,0,0,0
"1778","Deguelia_scandens","Deguelia",1,1,0,0,0,0
"1780","Delonix_elata","Delonix",0,1,0,5,0,0
"1783","Dendrolobium_dispermum","Dendrolobium",1,1,0,0,0,0
"1784","Dendrolobium_triangulare","Dendrolobium",1,1,0,0,0,0
"1785","Dendrolobium_umbellatum","Dendrolobium",1,1,0,1,0,0
"1786","Derris_elliptica","Derris",1,1,0,2,0,0
"1787","Derris_marginata","Derris",1,1,0,1,0,0
"1788","Derris_microphylla","Derris",1,1,0,2,0,0
"1789","Derris_philippinensis","Derris",1,1,0,0,0,0
"1790","Derris_robusta","Derris",1,1,0,4,0,0
"1791","Derris_scandens","Derris",1,1,0,3,0,0
"1792","Derris_trifoliata","Derris",1,1,0,6,0,0
"1795","Desmanthus_illinoensis","Desmanthus",1,0,0,1,0,0
"1797","Desmanthus_leptolobus","Desmanthus",1,0,0,0,0,1
"1800","Desmanthus_velutinus","Desmanthus",1,0,0,0,0,0
"1801","Desmanthus_virgatus","Desmanthus",1,1,0,4,0,1
"1802","Desmodiastrum_belgaumense","Desmodiastrum",1,0,1,1,0,0
"1803","Desmodium_affine","Desmodium",1,0,0.06779661,0,0,0
"1804","Desmodium_axillare","Desmodium",1,0,0.06779661,0,0,0
"1805","Desmodium_barbatum","Desmodium",1,0,0,2,0,0
"1806","Desmodium_batocaulon","Desmodium",1,0,0,0,0,0
"1807","Desmodium_brownii","Desmodium",1,0.483870968,0.06779661,0,0,0
"1808","Desmodium_cajanifolium","Desmodium",1,1,0,0,0,0
"1809","Desmodium_campylocaulon","Desmodium",1,0.483870968,0.06779661,0,0,0
"1810","Desmodium_canadense","Desmodium",1,0,0,0,0,0
"1811","Desmodium_canescens","Desmodium",1,0,0,0,0,0
"1812","Desmodium_ciliare","Desmodium",1,0,0,0,0,0
"1813","Desmodium_cinereum","Desmodium",1,1,0,0,0,0
"1814","Desmodium_concinnum","Desmodium",1,1,0,0,0,0
"1815","Desmodium_confertum","Desmodium",1,1,0,0,0,0
"1816","Desmodium_cuneatum","Desmodium",1,0.483870968,0.06779661,0,0,0
"1817","Desmodium_cuspidatum","Desmodium",1,0,0,0,0,0
"1818","Desmodium_dichotomum","Desmodium",1,0,0,3,0,0
"1819","Desmodium_discolor","Desmodium",1,1,0,0,0,0
"1820","Desmodium_distortum","Desmodium",1,1,0,1,0,0
"1821","Desmodium_dregeanum","Desmodium",1,1,0,0,0,0
"1822","Desmodium_elegans","Desmodium",1,1,0,1,0,0
"1823","Desmodium_filiforme","Desmodium",1,0,1,0,0,0
"1824","Desmodium_flagellare","Desmodium",1,0.483870968,0.06779661,0,0,0
"1825","Desmodium_gangeticum","Desmodium",1,1,0,4,0,0
"1826","Desmodium_glabrum","Desmodium",1,1,1,0,0,0
"1827","Desmodium_glutinosum","Desmodium",1,0,0,0,0,0
"1828","Desmodium_grahamii","Desmodium",1,0,0,0,0,0
"1829","Desmodium_grandiflorum","Desmodium",1,0.483870968,0.06779661,0,0,0
"1830","Desmodium_heterocarpon","Desmodium",1,1,0,0,0,0
"1831","Desmodium_heterophyllum","Desmodium",1,1,0,2,0,0
"1832","Desmodium_hirtum","Desmodium",1,0,0,2,0,0
"1833","Desmodium_hookerianum","Desmodium",1,0,1,0,0,0
"1834","Desmodium_illinoense","Desmodium",1,0,0,0,0,0
"1835","Desmodium_infractum","Desmodium",1,0.483870968,0.06779661,0,0,0
"1836","Desmodium_intortum","Desmodium",1,1,0,2,0,0
"1837","Desmodium_jucundum","Desmodium",1,1,0,0,0,0
"1838","Desmodium_laevigatum","Desmodium",1,0,0,0,0,0
"1839","Desmodium_laxiflorum","Desmodium",1,1,0,0,0,0
"1840","Desmodium_leiocarpum","Desmodium",1,0,0,1,0,0
"1841","Desmodium_macrocarpum","Desmodium",1,0.483870968,0.06779661,0,0,0
"1842","Desmodium_marilandicum","Desmodium",1,0,0,0,0,0
"1843","Desmodium_microphyllum","Desmodium",1,1,0,3,0,0
"1844","Desmodium_molliculum","Desmodium",1,0,0.06779661,0,0,0
"1845","Desmodium_muelleri","Desmodium",1,0.483870968,0.06779661,0,0,0
"1846","Desmodium_multiflorum","Desmodium",1,1,0,1,0,0
"1847","Desmodium_nemorosum","Desmodium",1,1,0,0,0,0
"1848","Desmodium_neomexicanum","Desmodium",1,0,0,0,0,0
"1849","Desmodium_nicaraguense","Desmodium",1,1,0,0,0,0
"1850","Desmodium_nudiflorum","Desmodium",1,0,0,0,0,0
"1851","Desmodium_oojeinense","Desmodium",1,1,0,6,0,0
"1852","Desmodium_paniculatum","Desmodium",1,0,0,0,0,0
"1853","Desmodium_pauciflorum","Desmodium",1,0,0,0,0,0
"1854","Desmodium_procumbens","Desmodium",1,0,1,0,0,0
"1855","Desmodium_renifolium","Desmodium",1,1,0,0,0,0
"1856","Desmodium_retinens","Desmodium",1,0,0,0,0,0
"1857","Desmodium_rhytidophyllum","Desmodium",1,1,0,0,0,0
"1858","Desmodium_rotundifolium","Desmodium",1,0,0,0,0,0
"1859","Desmodium_rubrum","Desmodium",1,1,0,0,0,0
"1860","Desmodium_sandwicense","Desmodium",1,1,0,0,0,0
"1861","Desmodium_scorpiurus","Desmodium",1,0,0,1,0,0
"1862","Desmodium_sequax","Desmodium",1,1,0,2,0,0
"1863","Desmodium_sessilifolium","Desmodium",1,0,0,0,0,0
"1864","Desmodium_setigerum","Desmodium",1,0,0,0,0,0
"1865","Desmodium_styracifolium","Desmodium",1,1,0,2,0,0
"1866","Desmodium_tanganyikense","Desmodium",1,0,0,0,0,0
"1867","Desmodium_tortuosum","Desmodium",1,1,0,4,0,0
"1868","Desmodium_trichocaulon","Desmodium",1,0.483870968,0.06779661,0,0,0
"1869","Desmodium_trichostachyum","Desmodium",1,0,0,0,0,0
"1870","Desmodium_triflorum","Desmodium",1,1,0,5,0,0
"1871","Desmodium_uncinatum","Desmodium",1,1,0,1,0,0
"1872","Desmodium_varians","Desmodium",1,0.483870968,0.06779661,0,0,0
"1873","Desmodium_viridiflorum","Desmodium",1,0,0,0,0,0
"1874","Desmodium_zonatum","Desmodium",1,1,0,0,0,0
"1875","Dewevrea_bilabiata","Dewevrea",1,1,0,2,0,0
"1876","Dialium_englerianum","Dialium",1,1,0,2,0,0
"1877","Dialium_guianense","Dialium",0,1,0,0,0,0
"1878","Dialium_pachyphyllum","Dialium",0,1,0,2,0,0
"1879","Dialium_schlechteri","Dialium",1,1,0,0,0,0
"1881","Dialium_zenkeri","Dialium",1,1,0,1,0,0
"1882","Dicerma_biarticulatum","Dicerma",1,1,0,0,0,0
"1883","Dichilus_lebeckioides","Dichilus",1,1,0,0,0,0
"1884","Dichilus_pilosus","Dichilus",1,1,0,0,0,0
"1885","Dichilus_strictus","Dichilus",1,1,0,0,0,0
"1888","Dichrostachys_spicata","Dichrostachys",1,0.9140625,0.008,0,0,0
"1889","Dicorynia_guianensis","Dicorynia",0,1,0,0,0,0
"1890","Dicorynia_paraensis","Dicorynia",1,1,0,0,0,0
"1891","Dicymbe_altsonii","Dicymbe",0,1,0,0,0,0
"1892","Didelotia_africana","Didelotia",0,1,0,1,0,0
"1893","Dillwynia_brunioides","Dillwynia",1,1,0,0,0,0
"1894","Dillwynia_cinerascens","Dillwynia",1,1,0,0,0,0
"1895","Dillwynia_divaricata","Dillwynia",1,1,0,0,0,0
"1896","Dillwynia_floribunda","Dillwynia",1,1,0,0,0,0
"1897","Dillwynia_glaberrima","Dillwynia",1,1,0,1,0,0
"1898","Dillwynia_hispida","Dillwynia",1,1,0,0,0,0
"1899","Dillwynia_juniperina","Dillwynia",1,1,0,1,0,0
"1900","Dillwynia_ramosissima","Dillwynia",1,1,0,0,0,0
"1901","Dillwynia_retorta","Dillwynia",1,1,0,1,0,0
"1902","Dillwynia_uncinata","Dillwynia",1,1,0,0,0,0
"1903","Dimorphandra_campinarum","Dimorphandra",1,1,0,0,0,0
"1904","Dimorphandra_caudata","Dimorphandra",1,1,0,0,0,0
"1905","Dimorphandra_coccinea","Dimorphandra",1,1,0,0,0,0
"1906","Dimorphandra_conjugata","Dimorphandra",1,1,0,0,0,0
"1907","Dimorphandra_davisii","Dimorphandra",1,1,0,0,0,0
"1908","Dimorphandra_exaltata","Dimorphandra",1,1,0,0,0,0
"1909","Dimorphandra_jorgei","Dimorphandra",1,1,0,0,0,0
"1910","Dimorphandra_macrostachya","Dimorphandra",1,1,0,0,0,0
"1911","Dimorphandra_mollis","Dimorphandra",1,1,0,2,0,0
"1912","Dimorphandra_parviflora","Dimorphandra",1,1,0,0,0,0
"1913","Dimorphandra_vernicosa","Dimorphandra",1,1,0,0,0,0
"1914","Dimorphandra_wilsonii","Dimorphandra",1,1,0,0,0,0
"1915","Dinizia_excelsa","Dinizia",0,1,0,0,0,0
"1916","Dioclea_bicolor","Dioclea",1,1,0,0,0,0
"1918","Dioclea_glabra","Dioclea",1,1,0,0,0,0
"1919","Dioclea_guianensis","Dioclea",1,1,0,0,0,0
"1920","Dioclea_macrocarpa","Dioclea",1,1,0,0,0,0
"1921","Dioclea_malacocarpa","Dioclea",1,1,0,0,0,0
"1922","Dioclea_sericea","Dioclea",1,1,0,0,0,0
"1923","Dioclea_violacea","Dioclea",1,1,0,0,0,0
"1924","Dioclea_virgata","Dioclea",1,1,0,1,0,0
"1925","Diphysa_americana","Diphysa",1,1,0,0,0,0
"1926","Diphysa_carthagenensis","Diphysa",1,1,0,0,0,0
"1928","Diplotropis_brasiliensis","Diplotropis",1,1,0,0,0,0
"1929","Diplotropis_incexis","Diplotropis",1,1,0,0,0,0
"1930","Diplotropis_purpurea","Diplotropis",1,1,0,0,0,0
"1931","Diplotropis_triloba","Diplotropis",1,1,0,0,0,0
"1932","Dipogon_lignosus","Dipogon",1,1,0,1,0,0
"1933","Dipteryx_magnifica","Dipteryx",0,1,0,2,0,0
"1934","Dipteryx_odorata","Dipteryx",0,1,0,7,0,0
"1935","Dipteryx_punctata","Dipteryx",0,1,0,2,0,0
"1937","Diptychandra_aurantiaca","Diptychandra",0,0.988764045,0,0,0,0
"1938","Discolobium_leptophyllum","Discolobium",1,0.679324895,0.123931624,0,0,0
"1939","Distemonanthus_benthamianus","Distemonanthus",0,1,0,3,0,0
"1940","Dolichopsis_paraguariensis","Dolichopsis",1,0,0.049853372,0,0,0
"1941","Dolichos_angustifolius","Dolichos",1,0,0,0,0,0
"1943","Dolichos_falciformis","Dolichos",1,0,0,0,0,0
"1944","Dolichos_junghuhnianus","Dolichos",1,0,0,0,0,0
"1945","Dolichos_kilimandscharicus","Dolichos",1,0,0,1,0,0
"1948","Dolichos_linearis","Dolichos",1,0,0,0,0,0
"1950","Dolichos_oliveri","Dolichos",1,1,0,0,0,0
"1951","Dolichos_sericeus","Dolichos",1,0,0,0,0,0
"1954","Dolichos_trilobus","Dolichos",1,0,0,2,0,0
"1955","Dolichos_trinervatus","Dolichos",1,0,0,0,0,0
"1956","Dorycnium_hirsutum","Dorycnium",1,1,0,2,0,0
"1957","Dorycnium_pentaphyllum","Dorycnium",1,1,0,2,0,0
"1958","Dorycnium_rectum","Dorycnium",1,1,0,1,0,0
"1959","Dorycnium_strictum","Dorycnium",1,0,0,0,0,0
"1960","Droogmansia_pteropus","Droogmansia",1,1,0,1,0,0
"1961","Dumasia_truncata","Dumasia",1,0,0,0,0,0
"1962","Dumasia_villosa","Dumasia",1,1,0,2,0,0
"1963","Dunbaria_circinalis","Dunbaria",1,0,0,0,0,0
"1965","Dunbaria_nivea","Dunbaria",1,0,0,3,0,0
"1969","Dunbaria_villosa","Dunbaria",1,0,0,1,0,0
"1970","Duparquetia_orchidacea","Duparquetia",0,1,0,0,0,0
"1971","Dussia_martinicensis","Dussia",1,1,0,0,0,0
"1972","Dysolobium_apioides","Dysolobium",1,0,0,0,0,0
"1973","Ebenopsis_confinis","Ebenopsis",1,1,0,0,0,0
"1974","Ebenus_pinnata","Ebenus",1,0,0,0,0,0
"1975","Ebenus_stellata","Ebenus",0,1,0,0,0,0
"1976","Elephantorrhiza_burkei","Elephantorrhiza",1,1,0,0,0,0
"1977","Elephantorrhiza_goetzei","Elephantorrhiza",1,1,0,0,0,0
"1978","Elephantorrhiza_suffruticosa","Elephantorrhiza",1,1,0,0,0,0
"1979","Elizabetha_bicolor","Elizabetha",0,1,0,0,0,0
"1980","Elizabetha_coccinea","Elizabetha",1,1,0,1,0,0
"1981","Elizabetha_durissima","Elizabetha",0,1,0,1,0,0
"1982","Elizabetha_paraensis","Elizabetha",0,1,0,0,0,0
"1983","Elizabetha_princeps","Elizabetha",0,1,0,0,0,0
"1984","Elizabetha_speciosa","Elizabetha",1,1,0,0,0,0
"1985","Eminia_antennulifera","Eminia",1,0,0,0,0,0
"1986","Entada_abyssinica","Entada",1,1,0,1,0,0
"1987","Entada_arenaria","Entada",1,1,0,1,0,0
"1988","Entada_chrysostachys","Entada",1,1,0,2,0,0
"1989","Entada_phaseoloides","Entada",1,1,0,3,0,1
"1990","Entada_polystachya","Entada",1,1,0,0,0,0
"1993","Enterolobium_contortisiliquum","Enterolobium",1,1,0,0,0,1
"1994","Enterolobium_cyclocarpum","Enterolobium",1,1,0,2,0,1
"1995","Enterolobium_ellipticum","Enterolobium",1,1,0,0,0,0
"1996","Enterolobium_gummiferum","Enterolobium",1,1,0,0,0,1
"1997","Enterolobium_maximum","Enterolobium",1,1,0,0,0,0
"1998","Enterolobium_monjollo","Enterolobium",1,1,0,0,0,0
"1999","Enterolobium_schomburgkii","Enterolobium",1,1,0,0,0,1
"2000","Eperua_bijuga","Eperua",0,1,0,0,0,0
"2001","Eperua_duckeana","Eperua",0,1,0,0,0,0
"2002","Eperua_falcata","Eperua",0,1,0,1,0,0
"2003","Eperua_glabriflora","Eperua",1,1,0,1,0,0
"2004","Eperua_grandiflora","Eperua",0,1,0,1,0,0
"2005","Eperua_rubiginosa","Eperua",0,1,0,0,0,0
"2006","Eremosparton_songoricum","Eremosparton",1,1,0,0,0,0
"2007","Erichsenia_uncinata","Erichsenia",0,1,0,0,0,0
"2008","Eriosema_affine","Eriosema",1,1,0,0,0,0
"2009","Eriosema_buchananii","Eriosema",1,0,0,0,0,0
"2010","Eriosema_burkei","Eriosema",1,0,0,0,0,0
"2011","Eriosema_chrysadenium","Eriosema",1,0,0,0,0,0
"2012","Eriosema_cordatum","Eriosema",1,0,0,0,0,0
"2013","Eriosema_crinitum","Eriosema",1,1,0,0,0,0
"2014","Eriosema_ellipticifolium","Eriosema",1,0,0,0,0,0
"2015","Eriosema_ellipticum","Eriosema",1,1,0,0,0,0
"2016","Eriosema_englerianum","Eriosema",1,1,0,0,0,0
"2017","Eriosema_heterophyllum","Eriosema",1,0,0,0,0,0
"2018","Eriosema_jurionianum","Eriosema",1,0,0,0,0,0
"2019","Eriosema_kraussianum","Eriosema",1,0.307692308,0,0,0,0
"2020","Eriosema_lebrunii","Eriosema",1,0,0,0,0,0
"2021","Eriosema_macrostipulum","Eriosema",1,0,0,0,0,0
"2022","Eriosema_montanum","Eriosema",1,1,0,0,0,0
"2023","Eriosema_nutans","Eriosema",1,0,0,0,0,0
"2024","Eriosema_pauciflorum","Eriosema",1,0,0,0,0,0
"2025","Eriosema_pumilum","Eriosema",1,0,0,0,0,0
"2026","Eriosema_ramosum","Eriosema",1,0,0,0,0,0
"2027","Eriosema_rhodesicum","Eriosema",1,0,0,0,0,0
"2028","Eriosema_rhynchosioides","Eriosema",1,0,0,0,0,0
