Species count,Family,Genus,Species,Common Name,Plant Type,Geographic Location,Nectary Location,Ecological Study,Reference,Notes,genus species,,,,,,,,,,,,,,,,
1,Asteraceae,Centaurea,cyanus,cornflower,herb,,bracts,"Géneau et al 2012; Kopta, Pokluda and Psota 2012","Zimmermann 1932; Keeler 1977; Offenberg 2000; Kopta, Pokluda and Psota 2012; Gurr, Wratten, and Snyder 2012",,Centaurea cyanus,,,,,,,,,,,,,,,,
1,Asteraceae,Centaurea,jacea,,,,,,Springensguth 1935,,Centaurea jacea,,,,,,,,,,,,,,,,
1,Asteraceae,Centaurea,karstiana,,,,,,Zimmermann 1932,,Centaurea karstiana,,,,,,,,,,,,,,,,
1,Asteraceae,Centaurea,montana,,,,,,Zimmermann 1932; Offenberg 2000,,Centaurea montana,,,,,,,,,,,,,,,,
1,Asteraceae,Centaurea,orientalis,,,,involucre,,Zimmermann 1932,,Centaurea orientalis,,,,,,,,,,,,,,,,
1,Asteraceae,Centaurea,ruthenica,,,,,,Zimmermann 1932,,Centaurea ruthenica,,,,,,,,,,,,,,,,
1,Asteraceae,Centaurea,sadleriana,,,,,,Zimmermann 1932,,Centaurea sadleriana,,,,,,,,,,,,,,,,
1,Asteraceae,Centaurea,scabiosa,,,,,,Springensguth 1935,,Centaurea scabiosa,,,,,,,,,,,,,,,,
,Asteraceae,Centaurea,cyanus,,,,,,Richardson 2012,,Centaurea cyanus,,,,,,,,,,,,,,,,
1,Asteraceae,Clibadium,schulzzi,,,Costa Rica,leaf teeth,,Mexzón and Chinchilla 1999,,Clibadium schulzzi,,,,,,,,,,,,,,,,
1,Asteraceae,Eupatorium,sp.,,,,,,Young 1977,,Eupatorium sp.,,,,,,,,,,,,,,,,
1,Asteraceae,Happlopappus,venosus,,,,,,"S. Louda, pers. comm. 1983",,Happlopappus venosus,,,,,,,,,,,,,,,,
1,Asteraceae,Helianthella,californicus var. nevadensis,,herb,,bracts,,Keeler 1981,,Helianthella californicus var. nevadensis,,,,,,,,,,,,,,,,
1,Asteraceae,Helianthella,quinquenervis,,"herb, perennial",high elevation; Colorado,bracts,Inouye and Taylor 1979,Inouye and Taylor 1979; Inouye and Inouye 1980; Mizell 2004; Brian 2012; Young 2012,,Helianthella quinquenervis,,,,,,,,,,,,,,,,
1,Asteraceae,Helianthus,annuus,common sunflower,"herb, annual",North America,bracts,,"Zimmermann 1932; Springensguth 1935; Keeler 1979;
C. E. Rogers, in letter 11/21/85; Offenberg 2000",,Helianthus annuus,,,,,,,,,,,,,,,,
1,Asteraceae,Helianthus,giganteus,,"herb, perennial",,bracts,,Zimmermann 1932,,Helianthus giganteus,,,,,,,,,,,,,,,,
1,Asteraceae,Helianthus,grosseserratus,,"herb, perennial",North American grasslands,bracts,,"Keeler 1979; C. E. Rogers, in letter 11/21/85",,Helianthus grosseserratus,,,,,,,,,,,,,,,,
1,Asteraceae,Helianthus,maximiliani,Maximillian's sunflower,"herb, perennial",North American grasslands,bracts,,"Keeler 1979; C. E. Rogers, in letter 11/21/85",,Helianthus maximiliani,,,,,,,,,,,,,,,,
1,Asteraceae,Helianthus,nuttallii,,,,,,"C. E. Rogers, in letter 11/21/85",,Helianthus nuttallii,,,,,,,,,,,,,,,,
1,Asteraceae,Helianthus,petiolaris,prairie sunflower,"herb, annual",North American grasslands,bracts,,"Keeler 1979; C. E. Rogers, in letter 11/21/85",,Helianthus petiolaris,,,,,,,,,,,,,,,,
1,Asteraceae,Helianthus,salciifolius,,,,,,"C. E. Rogers, in letter 11/21/85",,Helianthus salciifolius,,,,,,,,,,,,,,,,
1,Asteraceae,Helianthus,sp.,sunflower,herb,,bracts & phyllaries,,Mizell 2004,,Helianthus sp.,,,,,,,,,,,,,,,,
1,Asteraceae,Helianthus,strumosus,,,,,,"C. E. Rogers, in letter 11/21/85",,Helianthus strumosus,,,,,,,,,,,,,,,,
1,Asteraceae,Helianthus,tuberosus,Jerusalem artichoke,"herb, perennial",North American grasslands,bracts,,Zimmermann 1932; Offenberg 2000,,Helianthus tuberosus,,,,,,,,,,,,,,,,
1,Asteraceae,Helichrysum,bracteatum,,herb,Australia,bracts,O'Dowd and Catchpole 1983,O'Dowd and Catchpole 1983,,Helichrysum bracteatum,,,,,,,,,,,,,,,,
1,Asteraceae,Helichrysum,viscosum,,herb,Australia,bracts,O'Dowd and Catchpole 1983,O'Dowd and Catchpole 1983,,Helichrysum viscosum,,,,,,,,,,,,,,,,
1,Asteraceae,Jurinea,mollis,,,,,,Zimmermann 1932,,Jurinea mollis,,,,,,,,,,,,,,,,
1,Asteraceae,Melampodium,divarticulatum,,,,,,Perez-Lachaud et al. 2006,,Melampodium divarticulatum,,,,,,,,,,,,,,,,
1,Asteraceae,Melanthera,aspera,,,,,,Mexzón and Chinchilla 1999; Tandon 2012,,Melanthera aspera,,,,,,,,,,,,,,,,
1,Asteraceae,Podospermum,jacquinanum,,,,bracts,,Zimmermann 1932,,Podospermum jacquinanum,,,,,,,,,,,,,,,,
1,Asteraceae,Sachsia,polycephala,,,Bahamas,"foliar, phyllaries",,Koptur et al. 2010,,Sachsia polycephala,,,,,,,,,,,,,,,,
1,Asteraceae,Serratula,cretican,,,,,,Zimmermann 1932,,Serratula cretican,,,,,,,,,,,,,,,,
1,Asteraceae,Serratula,lycopifolia,,,,,,Zimmermann 1932,,Serratula lycopifolia,,,,,,,,,,,,,,,,
1,Asteraceae,Serratula,radiata,,,,,,Zimmermann 1932,,Serratula radiata,,,,,,,,,,,,,,,,
1,Balanophoraceae,Balanophora,kuroiwai,,herb,Japan,pedicel base,,Kawakita and Kato 2002,"root holoparasites; although nectary is external to the flower, it appears to function in pollination",Balanophora kuroiwai,,,,,,,,,,,,,,,,
1,Balanophoraceae,Balanophora,tobiracola,,herb,Japan,pedicel base,,Kawakita and Kato 2002,"root holoparasites; although nectary is external to the flower, it appears to function in pollination",Balanophora tobiracola,,,,,,,,,,,,,,,,
1,Balsaminaceae,Balsamina,coccinea,,,,,,Zimmermann 1932,name apparently invalid,Balsamina coccinea,,,,,,,,,,,,,,,,
1,Balsaminaceae,Balsamina,hortensis,,herb,,,,Zimmermann 1932,name apparently invalid,Balsamina hortensis,,,,,,,,,,,,,,,,
1,Balsaminaceae,Balsamina,lechenaultii,,,,,,Zimmermann 1932,name apparently invalid,Balsamina lechenaultii,,,,,,,,,,,,,,,,
1,Balsaminaceae,Hydrocera,triflora,,,,,,Zimmermann 1932,,Hydrocera triflora,,,,,,,,,,,,,,,,
1,Balsaminaceae,Impatiens,balfourii,,,Asia,foliar,,Elias and Gelband 1977,photos in Elias and Gelband,Impatiens balfourii,,,,,,,,,,,,,,,,
1,Balsaminaceae,Impatiens,balsamifera,,,,,,Zimmermann 1932,,Impatiens balsamifera,,,,,,,,,,,,,,,,
1,Balsaminaceae,Impatiens,balsamina,,,Asia,"petiole, leaves",,Springensguth 1935; Pemberton 1990; Mizell 2004; So 2004,pictured: So Fig 2A,Impatiens balsamina,,,,,,,,,,,,,,,,
1,Balsaminaceae,Impatiens,bicolor,,,,,,Keeler 1979,,Impatiens bicolor,,,,,,,,,,,,,,,,
1,Balsaminaceae,Impatiens,chinensis,,,,petiole,,So 2004,,Impatiens chinensis,,,,,,,,,,,,,,,,
1,Balsaminaceae,Impatiens,cristata,,,,,,Zimmermann 1932,,Impatiens cristata,,,,,,,,,,,,,,,,
1,Balsaminaceae,Impatiens,fruticosa,,,,,,Zimmermann 1932,,Impatiens fruticosa,,,,,,,,,,,,,,,,
1,Balsaminaceae,Impatiens,glandulifera,,,,,,Zimmermann 1932; Offenberg 2000,,Impatiens glandulifera,,,,,,,,,,,,,,,,
1,Balsaminaceae,Impatiens,holstii,,,,petiole,,Elias and Gelband 1977,,Impatiens holstii,,,,,,,,,,,,,,,,
1,Balsaminaceae,Impatiens,hongkongensis,,,,petiole,,So 2004,,Impatiens hongkongensis,,,,,,,,,,,,,,,,
1,Balsaminaceae,Impatiens,maackii,,,"Amur Botanical Zone, Russia",leaf blade margin; petiole,,Pemberton 1998,,Impatiens maackii,,,,,,,,,,,,,,,,
1,Balsaminaceae,Impatiens,noli-tangere,,,"Amur Botanical Zone, Russia",leaf blade margin; petiole,,Springensguth 1935; Pemberton 1998,,Impatiens noli-tangere,,,,,,,,,,,,,,,,
1,Balsaminaceae,Impatiens,pallida,,,,,,Keeler 1979,no efns: E&G 1977,Impatiens pallida,,,,,,,,,,,,,,,,
1,Balsaminaceae,Impatiens,parviflora,,,,,,Zimmermann 1932; Offenberg 2000; Vassilyev and Koteyeva 2005,,Impatiens parviflora,,,,,,,,,,,,,,,,
1,Balsaminaceae,Impatiens,platypetala,,,,,,Elias and Gelband 1977,,Impatiens platypetala,,,,,,,,,,,,,,,,
1,Balsaminaceae,Impatiens,scabrida,,,Asia,petiole,,Zimmermann 1932; Elias and Gelband 1977,photos in Elias and Gelband,Impatiens scabrida,,,,,,,,,,,,,,,,
1,Balsaminaceae,Impatiens,sp.,,,,,,Curtis et al. 2002,photo online: Curtis et al. 2002,Impatiens sp.,,,,,,,,,,,,,,,,
1,Balsaminaceae,Impatiens,sultanii,,,,,,Baker Opler and Baker 1978; Keeler 1985; Smith et al. 1990; Hernandez Otero and Manzano 2013,syn. I. walleriana as in Hernandez Otero and Manzano 2013,Impatiens sultanii,,,,,,,,,,,,,,,,
1,Balsaminaceae,Impatiens,tricornis,,,,,,Zimmermann 1932,,Impatiens tricornis,,,,,,,,,,,,,,,,
1,Bignoniaceae,Adenocalymma,adenophorum,,,,"calyx, fruit",,"Lohmann 2006; Nogueira, Rey and Lohmann 2012",syn. Memora adenophora,Adenocalymma adenophorum,,,,,,,,,,,,,,,,
1,Bignoniaceae,Adenocalymma,apurense,,,,fruit,,Elias and Prance 1978,,Adenocalymma apurense,,,,,,,,,,,,,,,,
1,Bignoniaceae,Adenocalymma,axillarum,,,,fruit,,Elias and Prance 1978,syn. Memora axillaris,Adenocalymma axillarum,,,,,,,,,,,,,,,,
1,Bignoniaceae,Adenocalymma,bracteatum,,,Brazil,,,"Nogueira, Rey and Lohmann 2012",,Adenocalymma bracteatum,,,,,,,,,,,,,,,,
1,Bignoniaceae,Adenocalymma,bracteolatum,,,,"calyx, fruit",,Lohmann 2006,,Adenocalymma bracteolatum,,,,,,,,,,,,,,,,
1,Bignoniaceae,Adenocalymma,bracteosum,,,Brazil,"calyx, fruit",,"Lohmann 2006; Nogueira, Rey and Lohmann 2012",syn. Memora bracteosa,Adenocalymma bracteosum,,,,,,,,,,,,,,,,
1,Bignoniaceae,Adenocalymma,campicola,,,,"calyx, fruit",,Lohmann 2006,syn. Memora campicola,Adenocalymma campicola,,,,,,,,,,,,,,,,
1,Bignoniaceae,Adenocalymma,comosum,,,,fruit,,Zimmermann 1932; Elias and Prance 1978,syn. Bignonia acutissima,Adenocalymma comosum,,,,,,,,,,,,,,,,
1,Bignoniaceae,Adenocalymma,cymbalum,,,Brazil,"calyx, fruit",,"Lohmann 2006; Nogueira, Rey and Lohmann 2012",,Adenocalymma cymbalum,,,,,,,,,,,,,,,,
1,Bignoniaceae,Adenocalymma,flaviflorum,,,"forest, Brazil",auxilary bud prophylls,"Nogueira, Rey and Lohmann 2012","Nogueira, Rey and Lohmann 2012","photo in Nogueira, Rey and Lohmann 2012",Adenocalymma flaviflorum,,,,,,,,,,,,,,,,
1,Bignoniaceae,Adenocalymma,impressum,,,Brazil,"calyx, fruit",,"Lohmann 2006; Nogueira, Rey and Lohmann 2012",,Adenocalymma impressum,,,,,,,,,,,,,,,,
1,Bignoniaceae,Adenocalymma,inundatum,,herb,,fruit,,"Elias and Prance 1978, Díaz-Castelazo et al. 2013",syn. Adenocalymma calderonii,Adenocalymma inundatum,,,,,,,,,,,,,,,,
1,Bignoniaceae,Adenocalymma,magnificum,,,Brazil,"calyx, fruit",,"Lohmann 2006; Nogueira, Rey and Lohmann 2012",syn. Memora magnifica,Adenocalymma magnificum,,,,,,,,,,,,,,,,
1,Bignoniaceae,Adenocalymma,marginatum,,liana,Argentina,"fruit, outer calyx surface, leaf",,Elias and Prance 1978; Galetto 1995; Rivera 2000; Gonzalez 2011,photo in Rivera 2000,Adenocalymma marginatum,,,,,,,,,,,,,,,,
1,Bignoniaceae,Adenocalymma,moringfolia,,,Brazil,"calyx, fruit",,"Lohmann 2006; Nogueira, Rey and Lohmann 2012",syn. Memora moringfolia,Adenocalymma moringfolia,,,,,,,,,,,,,,,,
1,Bignoniaceae,Adenocalymma,nodosum,,,Brazil,axillary buds,,"Nogueira, Rey and Lohmann 2012",,Adenocalymma nodosum,,,,,,,,,,,,,,,,
1,Bignoniaceae,Adenocalymma,paulistarum,,liana,Argentina,leaf,,Gonzalez 2011,,Adenocalymma paulistarum,,,,,,,,,,,,,,,,
1,Bignoniaceae,Adenocalymma,salmoneum,,,Brazil,"calyx, fruit",,"Lohmann 2006; Nogueira, Rey and Lohmann 2012",,Adenocalymma salmoneum,,,,,,,,,,,,,,,,
1,Bignoniaceae,Adenocalymma,subincanum,,,Brazil,"calyx, fruit",,"Lohmann 2006; Nogueira, Rey and Lohmann 2012",,Adenocalymma subincanum,,,,,,,,,,,,,,,,
1,Bignoniaceae,Adenocalymma,trichocladum,,,Brazil,"calyx, fruit",,"Lohmann 2006; Nogueira, Rey and Lohmann 2012",syn. Sampaiella trichoclada,Adenocalymma trichocladum,,,,,,,,,,,,,,,,
1,Bignoniaceae,Amphilophium,askersonii,,,Brazil,"axillary buds, leaflet base",,"Nogueira, Rey and Lohmann 2012",,Amphilophium askersonii,,,,,,,,,,,,,,,,
1,Bignoniaceae,Amphilophium,bauhinoides,,liana,Brazil,"axillary buds, leaflet base",,"Zimmermann 1932; Nogueira, Rey and Lohmann 2012",syn. Glaziova bauhinioides,Amphilophium bauhinoides,,,,,,,,,,,,,,,,
1,Bignoniaceae,Amphilophium,buccinatorium,,,,,,Zimmermann 1932; Elias and Prance 1978,"syn. Phaedranthus buccinatorius, Pithecoctenium buccinatorium",Amphilophium buccinatorium,,,,,,,,,,,,,,,,
1,Bignoniaceae,Amphilophium,crucigerum,,liana,Argentina,"calyx, leaf",,"Zimmermann 1932; Rivera 2000; Gonzalez 2011; Nogueira, Rey and Lohmann 2012","syn. Pithecoctenium crucigerum, P. muricatumphoto in Rivera 2000",Amphilophium crucigerum,,,,,,,,,,,,,,,,
1,Bignoniaceae,Amphilophium,cynanchoides,,,Argentina,calyx,,Galetto 1995; Rivera 2000,syn. Pithecoctenium cynanchoides photos in Galetto 1995,Amphilophium cynanchoides,,,,,,,,,,,,,,,,
1,Bignoniaceae,Amphilophium,elongatum,,,Brazil,"axillary buds, leaflet base",,"Nogueira, Rey and Lohmann 2012",,Amphilophium elongatum,,,,,,,,,,,,,,,,
1,Bignoniaceae,Amphilophium,frutescens,,,Brazil,"axillary buds, leaflet base",,"Nogueira, Rey and Lohmann 2012",,Amphilophium frutescens,,,,,,,,,,,,,,,,
1,Bignoniaceae,Amphilophium,granulosum,,,Brazil,"auxillary buds, leaflet base",,"Nogueira, Rey and Lohmann 2012",,Amphilophium granulosum,,,,,,,,,,,,,,,,
1,Bignoniaceae,Amphilophium,laevis,,,,fruit,,Elias and Prance 1978,syn Distictella monophylla,Amphilophium laevis,,,,,,,,,,,,,,,,
1,Bignoniaceae,Amphilophium,magnoliifolium,,,Brazil,fruit,,"Elias and Prance 1978; Nogueira, Rey and Lohmann 2012","syn. Distictella magnoliifolia, D. racemosa",Amphilophium magnoliifolium,,,,,,,,,,,,,,,,
1,Bignoniaceae,Amphilophium,mansoana,,,,fruit,,Elias and Prance 1978,syn. Distictella mansoana,Amphilophium mansoana,,,,,,,,,,,,,,,,
1,Bignoniaceae,Amphilophium,nunezii,,,,axillary buds,,"Nogueira, Rey and Lohmann 2012",,Amphilophium nunezii,,,,,,,,,,,,,,,,
1,Bignoniaceae,Amphilophium,paniculatum,,vine,"Mexico, Argentina",leaf blade; petals or sepals; flower bud;fruit capsule or pod,Aguirre et al. 2013,"Zimmermann 1932; Seibert 1948; Elias and Prance 1978; Rivera 2000; Díaz-Castelazo et al. 2004; Gonzalez 2011; Nogueira, Rey and Lohmann 2012, Díaz-Castelazo et al. 2013; Aguirre et al. 2013",syn. Amphilophium vautheri,Amphilophium paniculatum,,,,,,,,,,,,,,,,
1,Bignoniaceae,Amphilophium,pannosum,,vine,Argentina,leaf,,Gonzalez 2011,,Amphilophium pannosum,,,,,,,,,,,,,,,,
1,Bignoniaceae,Amphilophium,parkeri,,,Brazil,"axillary buds, leaflet base",,"Nogueira, Rey and Lohmann 2012",,Amphilophium parkeri,,,,,,,,,,,,,,,,
1,Bignoniaceae,Amphilophium,rodriguesii,,,Brazil,axillary buds,,"Nogueira, Rey and Lohmann 2012",,Amphilophium rodriguesii,,,,,,,,,,,,,,,,
1,Bignoniaceae,Amphitecna,latifolia,,,West Indies,fruit,,Zimmermann 1932; Seibert 1948; Elias and Prance 1978;,"syn Enallagma, Crescentia latifolia",Amphitecna latifolia,,,,,,,,,,,,,,,,
1,Bignoniaceae,Anemopaegma,album,,shrub,Brazil,"leaf blade, leaflets",Noguiera et al. 2012,Noguiera et al. 2012,,Anemopaegma album,,,,,,,,,,,,,,,,
1,Bignoniaceae,Anemopaegma,arvense,,,,fruit,,Elias and Prance 1978,,Anemopaegma arvense,,,,,,,,,,,,,,,,
1,Bignoniaceae,Anemopaegma,chamberlaynii,,,,,,Zimmermann 1932; Seibert 1948; Inamdar 1969;Elias and Prance 1978,syn Bignonia chamberlaynii,Anemopaegma chamberlaynii,,,,,,,,,,,,,,,,
1,Bignoniaceae,Anemopaegma,flavum,,,Argentina,calyx,,Rivera 2000,,Anemopaegma flavum,,,,,,,,,,,,,,,,
1,Bignoniaceae,Anemopaegma,floridum,,,Brazil,"axillary buds, leaf base",,"Nogueira, Rey and Lohmann 2012",,Anemopaegma floridum,,,,,,,,,,,,,,,,
1,Bignoniaceae,Anemopaegma,foetidum,,,Brazil,leaf base,,"Nogueira, Rey and Lohmann 2012",,Anemopaegma foetidum,,,,,,,,,,,,,,,,
1,Bignoniaceae,Anemopaegma,laeve,,,Brazil,auxillary buds,,"Nogueira, Rey and Lohmann 2012",,Anemopaegma laeve,,,,,,,,,,,,,,,,
1,Bignoniaceae,Anemopaegma,orbiculatum,,,,,,Baker Opler and Baker 1978,,Anemopaegma orbiculatum,,,,,,,,,,,,,,,,
1,Bignoniaceae,Anemopaegma,puberulum,,,,,,Seibert 1948,syn. Chodanthus puberulus,Anemopaegma puberulum,,,,,,,,,,,,,,,,
1,Bignoniaceae,Anemopaegma,robustum,,,"forest, Brazil",prophylls of axillary buds,"Nogueira, Rey and Lohmann 2012","Nogueira, Rey and Lohmann 2012","photo in Nogueira, Rey and Lohmann 2012",Anemopaegma robustum,,,,,,,,,,,,,,,,
1,Bignoniaceae,Anemopaegma,scabriusculum,,shrub,Brazil,adaxial side of leaf blade,Noguiera et al. 2012,Noguiera et al. 2012,,Anemopaegma scabriusculum,,,,,,,,,,,,,,,,
1,Bignoniaceae,Arrabidaea,spp.,,,,interpetiolar glands,,Seibert 1948,probably not a valid name,Arrabidaea spp.,,,,,,,,,,,,,,,,
1,Bignoniaceae,Astianthus,sp.,,,,,,Seibert 1948,,Astianthus sp.,,,,,,,,,,,,,,,,
1,Bignoniaceae,Bignonia,aequinoctialis,,,"forest, Brazil",prophylls of axillary buds,"Nogueira, Rey and Lohmann 2012","Zimmermann 1932; Seibert 1948; Nogueira, Rey and Lohmann 2012","syn. Cydista aequintoctialis, C. pubescens photo inNogueira, Rey and Lohmann 2012",Bignonia aequinoctialis,,,,,,,,,,,,,,,,
1,Bignoniaceae,Bignonia,binata,,liana,Argentina,"calyx, leaf",,Rivera 2000; Gonzalez 2011,syn. Clytostoma binatum,Bignonia binata,,,,,,,,,,,,,,,,
1,Bignoniaceae,Bignonia,bracteomana,,,Brazil,"axillary buds, leaflet base",,"Nogueira, Rey and Lohmann 2012",,Bignonia bracteomana,,,,,,,,,,,,,,,,
1,Bignoniaceae,Bignonia,callistegioides,,liana,"Argentina, Brazil",leaf,,"Gonzalez 2011; Nogueira, Rey and Lohmann 2012",syn. Clytostoma callistegioides,Bignonia callistegioides,,,,,,,,,,,,,,,,
1,Bignoniaceae,Bignonia,capreolata,,,Brazil,"axillary buds, leaflet base",,"Zimmermann 1932; Elias 1983; Nogueira, Rey and Lohmann 2012",,Bignonia capreolata,,,,,,,,,,,,,,,,
1,Bignoniaceae,Bignonia,carolinae,,liana,Argentina,leaf,,Gonzalez 2011,syn. Pithecoctenium carolinae,Bignonia carolinae,,,,,,,,,,,,,,,,
1,Bignoniaceae,Bignonia,corymbosa,,,Brazil,"axillary buds, leaflet base",,"Nogueira, Rey and Lohmann 2012",,Bignonia corymbosa,,,,,,,,,,,,,,,,
1,Bignoniaceae,Bignonia,diversiflora,,,,,,Zimmermann 1932; Seibert 1948,syn. Cydista diversifolia,Bignonia diversiflora,,,,,,,,,,,,,,,,
1,Bignoniaceae,Bignonia,heterophylla,,,,,,Seibert 1948,syn. Cydista heterophylla,Bignonia heterophylla,,,,,,,,,,,,,,,,
1,Bignoniaceae,Bignonia,hyacnthina,,,Brazil,axillary buds,,"Nogueira, Rey and Lohmann 2012",,Bignonia hyacnthina,,,,,,,,,,,,,,,,
1,Bignoniaceae,Bignonia,microcalyx,,,Brazil,"interpetiolar, axillary buds, leaflet base",,"Nogueira, Rey and Lohmann 2012",,Bignonia microcalyx,,,,,,,,,,,,,,,,
1,Bignoniaceae,Bignonia,nocturna,,,Brazil,"fruit, petiole",,"Elias and Prance 1978; Nogueira, Rey and Lohmann 2012",syn. Tanaecium nocturnum,Bignonia nocturna,,,,,,,,,,,,,,,,
1,Bignoniaceae,Bignonia,prieurei,,,Brazil,,,"Nogueira, Rey and Lohmann 2012",,Bignonia prieurei,,,,,,,,,,,,,,,,
1,Bignoniaceae,Bignonia,sciuripabula,,liana,Argentina,leaf,,Gonzalez 2011,syn. Clytostoma sciuripabulum photo in Gonzalez 2011,Bignonia sciuripabula,,,,,,,,,,,,,,,,
1,Bignoniaceae,Bignonia,uleana,,,Brazil,axillary buds,,"Nogueira, Rey and Lohmann 2012",,Bignonia uleana,,,,,,,,,,,,,,,,
1,Bignoniaceae,Callichlamys,latifolia,,,Brazil,calyx,,"Seibert 1948; Nogueira, Rey and Lohmann 2012",,Callichlamys latifolia,,,,,,,,,,,,,,,,
1,Bignoniaceae,Callichlamys,sp.,,,,calyx,,Elias and Newcombe 1979,,Callichlamys sp.,,,,,,,,,,,,,,,,
1,Bignoniaceae,Campsis,grandiflora,,,,leaf,,Zimmermann 1932; Elias and Gelband 1976,"syn Tecoma, Bignonia grandiflora",Campsis grandiflora,,,,,,,,,,,,,,,,
1,Bignoniaceae,Campsis,radicans,trumpet creeper,liana,eastern US,"4 sets: leaves, petioles, bracts, fruit",Elias and Gelband 1975,"Zimmermmann 1932; Elias and Gelband 1975, 1976;Galetto 1995; Mizell 2004; Gonzalez 2011; Roshchina and Roshchina 2012",photo online Mizell 2004,Campsis radicans,,,,,,,,,,,,,,,,
1,Bignoniaceae,Catalpa,adenocalymna,,,,,,Zimmermann 1932,valid name?,Catalpa adenocalymna,,,,,,,,,,,,,,,,
1,Bignoniaceae,Catalpa,bignoniodes,,tree,,"lf axil, vein intersections","Ness 2003,b","Zimmermann 1932; Elias and Newcombe 1978; Ness2003a,b; Gonzalez 2011","syn. Catalpa cordifolia, C. syringaefolia, photo in Gonzalez 2011",Catalpa bignoniodes,,,,,,,,,,,,,,,,
1,Bignoniaceae,Catalpa,brevipes,,,,axil at base of leaf,,Elias and Newcombe 1979,,Catalpa brevipes,,,,,,,,,,,,,,,,
1,Bignoniaceae,Catalpa,bungei,,tree,,axil at base of leaf,Staab et al. 2017,Elias and Newcombe 1979; Staab et al. 2017,,Catalpa bungei,,,,,,,,,,,,,,,,
1,Bignoniaceae,Catalpa,fargesii,,,,axil at base of leaf,,Elias and Newcombe 1979,,Catalpa fargesii,,,,,,,,,,,,,,,,
1,Bignoniaceae,Catalpa,longissima,,,,axil at base of leaf,,Elias and Newcombe 1979,,Catalpa longissima,,,,,,,,,,,,,,,,
1,Bignoniaceae,Catalpa,macrocarpa,,,,axil at base of leaf,,Elias and Newcombe 1979,"syn. Catalpa obovata, C. punctata",Catalpa macrocarpa,,,,,,,,,,,,,,,,
1,Bignoniaceae,Catalpa,ovata,,,,"axil at base of leaf; midrib, vein",,Zimmermmann 1932; Elias and Newcombe 1979,syn. Catalpa kaempferi,Catalpa ovata,,,,,,,,,,,,,,,,
1,Bignoniaceae,Catalpa,purpurea,,,,axil at base of leaf,,Elias and Newcombe 1979,,Catalpa purpurea,,,,,,,,,,,,,,,,
1,Bignoniaceae,Catalpa,speciosa,"Indian bean, northern catalapa",tree,eastern US,axil at base of leaf,,Elias and Newcombe 1979; Keeler 1979; Mizell 2004,,Catalpa speciosa,,,,,,,,,,,,,,,,
1,Bignoniaceae,Chilopsis,linearis,,,Southwest North America,leaf blade; bracts and sepals,,"Pemberton 1988; Carey, Visscher, Heraty 2012",,Chilopsis linearis,,,,,,,,,,,,,,,,
,Bignoniaceae,Chilopsis,linearis,,,,,,Carey et al. 2012,,Chilopsis linearis,,,,,,,,,,,,,,,,
1,Bignoniaceae,Couralia,sp.,,,,flower,,Zimmermann 1932,no current accepted names,Couralia sp.,,,,,,,,,,,,,,,,
1,Bignoniaceae,Crescentia,alata,,tree,Mexico to Costa Rica,,,Zimmermann 1932,,Crescentia alata,,,,,,,,,,,,,,,,
1,Bignoniaceae,Crescentia,amazonica,,,Amazon,,,Zimmermann 1932,,Crescentia amazonica,,,,,,,,,,,,,,,,
1,Bignoniaceae,Crescentia,cucurbitacea,,tree,West Indies,fruit,,Elias and Prance 1978,name problem,Crescentia cucurbitacea,,,,,,,,,,,,,,,,
1,Bignoniaceae,Crescentia,cujete,calabash,tree,neotropical,fruit,,Elias and Prance 1978,,Crescentia cujete,,,,,,,,,,,,,,,,
1,Bignoniaceae,Crescentia,linearifolia,,,West Indies,fruit,,Elias and Prance 1978,,Crescentia linearifolia,,,,,,,,,,,,,,,,
1,Bignoniaceae,Cuspidaria,cinerea,,,Brazil,intrapetiolar,,"Lohmann 2006; Nogueira, Rey and Lohmann 2012",syn. Pyrostegia cinerea,Cuspidaria cinerea,,,,,,,,,,,,,,,,
1,Bignoniaceae,Cuspidaria,convoluta,,liana,"Argentina, Brazil",interpetiolar,,"Lohmann 2006; Gonzalez 2011; Nogueira, Rey and Lohmann 2012",photo in Gonzalez 2011,Cuspidaria convoluta,,,,,,,,,,,,,,,,
1,Bignoniaceae,Cuspidaria,floribunda,,,Brazil,interpetiolar,,"Lohmann 2006; Nogueira, Rey and Lohmann 2012",,Cuspidaria floribunda,,,,,,,,,,,,,,,,
1,Bignoniaceae,Cuspidaria,inaequalis,,,"Argentina, Brazil",interpetiolar glands; calyx,,"Lohmann 2006; Nogueira, Rey and Lohmann 2012",syn. Arrabidaea inequalis,Cuspidaria inaequalis,,,,,,,,,,,,,,,,
1,Bignoniaceae,Cuspidaria,lateriflora,,,Brazil,interpetiolar,,"Lohmann 2006; Nogueira, Rey and Lohmann 2012",,Cuspidaria lateriflora,,,,,,,,,,,,,,,,
1,Bignoniaceae,Cuspidaria,sceptrum,,,Brazil,interpetiolar,,"Lohmann 2006; Nogueira, Rey and Lohmann 2012",syn. Arrabidaea spectrum,Cuspidaria sceptrum,,,,,,,,,,,,,,,,
1,Bignoniaceae,Cuspidaria,spp.,,,,petiole,,Seibert 1948,syn Saldanhaea,Cuspidaria spp.,,,,,,,,,,,,,,,,
